no;bfs;year;nat_rate_ord;indirect
3623;552;2003;15.23809624;0
3624;552;2004;7.207207203;0
3625;552;2005;6.611569881;0
3626;552;2006;5.426356792;1
3627;552;2007;11.81102371;1
3628;552;2008;12.60504246;1
3629;552;2009;13.44537926;1
3630;557;1991;0;0
3631;557;1992;0;0
3632;557;1993;0;0
3633;557;1994;0;0
3634;557;1995;0;0
3635;557;1996;0;0
3636;557;1997;0;0
3637;557;1998;7.692307949;0
3638;557;1999;0;0
3639;557;2000;0;1
3640;557;2001;0;1
3641;557;2002;0;1
3642;557;2003;9.090909004;1
3643;557;2004;0;1
3644;557;2005;0;1
3645;557;2006;16.66666794;1
3646;557;2007;0;1
3647;557;2008;0;1
3648;557;2009;0;1
3649;562;1991;0;0
3650;562;1992;0;0
3651;562;1993;0;0
3652;562;1994;20;0
3653;562;1995;8.333333969;0
3654;562;1996;0;0
3655;562;1997;0;0
3656;562;1998;0;0
3657;562;1999;0;0
3658;562;2000;0;1
3659;562;2001;0;1
3660;562;2002;0;1
3661;562;2003;0;1
3662;562;2004;29.41176605;1
3663;562;2005;0;1
3664;562;2006;14.2857151;1
3665;562;2007;15.15151596;1
3666;562;2008;0;1
3667;562;2009;0;1
3668;563;1991;0;0
3669;563;1992;2.127659559;0
3670;563;1993;8.163265228;0
3671;563;1994;0;0
3672;563;1995;2.040816307;0
3673;563;1996;2.083333492;0
3674;563;1997;0;0
3675;563;1998;0;0
3676;563;1999;5.797101498;0
3677;563;2000;0;0
3678;563;2001;2.531645536;0
3679;563;2002;21.56862831;0
3680;563;2003;4.123711109;0
3681;563;2004;6.603773594;0
3682;563;2005;3.90625;0
3683;563;2006;9.722222328;1
3684;563;2007;3.703703642;1
3685;563;2008;5.36912775;1
3686;563;2009;9.333333015;1
3687;564;1991;0;0
3688;564;1992;0;0
3689;564;1993;0;0
3690;564;1994;0;0
3691;564;1995;0;0
3692;564;1996;0;0
3693;564;1997;0;0
3694;564;1998;0;0
3695;564;1999;0;0
3696;564;2000;0;1
3697;564;2001;0;1
3698;564;2002;0;1
3699;564;2003;0;1
3700;564;2004;0;1
3701;564;2005;0;1
3702;564;2006;0;1
3703;564;2007;0;1
3704;564;2008;0;1
3705;564;2009;0;1
3706;565;1991;0;0
3707;565;1992;0;0
3708;565;1993;0;0
3709;565;1994;0;0
3710;565;1995;0;0
3711;565;1996;0;0
3712;565;1997;7.142857552;0
3713;565;1998;0;0
3714;565;1999;0;0
3715;565;2000;9.090909004;0
3716;565;2001;0;0
3717;565;2002;12.5;0
3718;565;2003;0;0
3719;565;2004;0;0
3720;565;2005;9.75609684;0
3721;565;2006;0;1
3722;565;2007;5;1
3723;565;2008;0;1
3724;565;2009;4.651162624;1
3725;566;1991;0;0
3726;566;1992;0;0
3727;566;1993;20;0
3728;566;1994;0;0
3729;566;1995;0;0
3730;566;1996;0;0
3731;566;1997;0;0
3732;566;1998;0;0
3733;566;1999;0;0
3734;566;2000;0;1
3735;566;2001;0;1
3736;566;2002;0;1
3737;566;2003;0;1
3738;566;2004;0;1
3739;566;2005;35.29411697;1
3740;566;2006;38.46154022;1
3741;566;2007;0;1
3742;566;2008;29.41176605;1
3743;566;2009;15.78947258;1
3744;567;1991;0;0
3745;567;1992;0;0
3746;567;1993;0;0
3747;567;1994;0;0
3748;567;1995;0;0
3749;567;1996;0;0
3750;567;1997;0;0
3751;567;1998;8.333333969;0
3752;567;1999;0;0
3753;567;2000;0;0
3754;567;2001;11.53846169;0
3755;567;2002;19.23077011;0
3756;567;2003;0;0
3757;567;2004;7.142857552;0
3758;567;2005;33.33333588;0
3759;567;2006;13.88888931;1
3760;567;2007;2.702702761;1
3761;567;2008;0;1
3762;567;2009;2.56410265;1
3763;572;1991;0;0
3764;572;1992;0;0
3765;572;1993;0;0
3766;572;1994;0;0
3767;572;1995;0;0
3768;572;1996;0;0
3769;572;1997;0;0
3770;572;1998;0;0
3771;572;1999;0;0
3772;572;2000;0;0
3773;572;2001;8.108107567;0
3774;572;2002;0;1
3775;572;2003;13.63636398;1
3776;572;2004;4.347826004;1
3777;572;2005;2.173913002;1
3778;572;2006;13.20754719;1
3779;572;2007;1.785714388;1
3780;572;2008;11.53846169;1
3781;572;2009;5.882352829;1
3782;576;1991;1.785714388;0
3783;576;1992;2;0
3784;576;1993;0;0
3785;576;1994;0;0
3786;576;1995;3.389830589;0
3787;576;1996;0;0
3788;576;1997;0;0
3789;576;1998;1.694915295;0
3790;576;1999;0;0
3791;576;2000;0;0
3792;576;2001;0;0
3793;576;2002;10.52631569;0
3794;576;2003;8.2191782;0
3795;576;2004;19.17808151;0
3796;576;2005;4.705882549;0
3797;576;2006;10.41666603;1
3798;576;2007;0;1
3799;576;2008;6.422018051;1
3800;576;2009;0;1
3801;579;1991;0;0
3802;579;1992;0;0
3803;579;1993;0;0
3804;579;1994;0;0
3805;579;1995;0;0
3806;579;1996;0;0
3807;579;1997;0;0
3808;579;1998;25;0
3809;579;1999;0;0
3810;579;2000;0;0
3811;579;2001;0;0
3812;579;2002;0;0
3813;579;2003;14.2857151;1
3814;579;2004;0;1
3815;579;2005;0;1
3816;579;2006;0;1
3817;579;2007;0;1
3818;579;2008;0;1
3819;579;2009;16.66666794;1
3820;580;1991;9.090909004;0
3821;580;1992;0;0
3822;580;1993;0;0
3823;580;1994;7.692307949;0
3824;580;1995;0;0
3825;580;1996;0;0
3826;580;1997;0;0
3827;580;1998;0;1
3828;580;1999;0;1
3829;580;2000;37.5;1
3830;580;2001;0;1
3831;580;2002;0;1
3832;580;2003;0;1
3833;580;2004;0;1
3834;580;2005;0;1
3835;580;2006;0;1
3836;580;2007;0;1
3837;580;2008;0;1
3838;580;2009;0;1
3839;581;1991;0.578034639;1
3840;581;1992;1.123595476;1
3841;581;1993;0.537634432;1
3842;581;1994;0.50505048;1
3843;581;1995;1.010100961;1
3844;581;1996;0.478468895;1
3845;581;1997;0;1
3846;581;1998;2.049180269;1
3847;581;1999;1.18577075;1
3848;581;2000;2.611940384;1
3849;581;2001;2.807017565;1
3850;581;2002;12.76595783;1
3851;581;2003;10.24930763;1
3852;581;2004;11.75059986;1
3853;581;2005;5.238095284;1
3854;581;2006;10.9375;1
3855;581;2007;2.14132762;1
3856;581;2008;5.210421085;1
3857;581;2009;2.845528603;1
3858;582;1991;0;0
3859;582;1992;0;0
3860;582;1993;0;0
3861;582;1994;0;0
3862;582;1995;0;0
3863;582;1996;0;0
3864;582;1997;0;0
3865;582;1998;0;0
3866;582;1999;0;0
3867;582;2000;0;0
3868;582;2001;0;0
3869;582;2002;0;0
3870;582;2003;0;0
3871;582;2004;0;0
3872;582;2005;0;0
3873;582;2006;25;1
3874;582;2007;0;1
3875;582;2008;0;1
3876;582;2009;0;1
3877;587;1991;0;0
3878;587;1992;0;0
3879;587;1993;0;0
3880;587;1994;0;0
3881;587;1995;0;0
3882;587;1996;0;0
3883;587;1997;1.587301731;0
3884;587;1998;0;0
3885;587;1999;2.36220479;0
3886;587;2000;0.709219813;0
3887;587;2001;0.653594792;0
3888;587;2002;8.074533463;0
3889;587;2003;1.775147915;0
3890;587;2004;10.11235905;0
3891;587;2005;0;0
3892;587;2006;3.52422905;1
3893;587;2007;7.860261917;1
3894;587;2008;8.085105896;1
3895;587;2009;3.703703642;1
3896;589;1991;0;0
3897;589;1992;0;0
3898;589;1993;0;0
3899;589;1994;0;0
3900;589;1995;0;0
3901;589;1996;0;0
3902;589;1997;0;0
3903;589;1998;0;0
3904;589;1999;0;0
3905;589;2000;0;0
3906;589;2001;0;0
3907;589;2002;0;0
3908;589;2003;0;0
3909;589;2004;0;0
3910;589;2005;0;0
3911;589;2006;0;1
3912;589;2007;0;1
3913;589;2008;0;1
3914;589;2009;12.5;1
3915;590;1991;2.702702761;0
3916;590;1992;0;0
3917;590;1993;0;0
3918;590;1994;0;0
3919;590;1995;0;0
3920;590;1996;4.761904716;0
3921;590;1997;0;0
3922;590;1998;4.87804842;0
3923;590;1999;0;0
3924;590;2000;0;0
3925;590;2001;4.166666985;0
3926;590;2002;19.29824448;0
3927;590;2003;1.515151501;0
3928;590;2004;2.77777791;0
3929;590;2005;17.5;0
3930;590;2006;7.792207718;1
3931;590;2007;3.896103859;1
3932;590;2008;0;1
3933;590;2009;1.204819202;1
3934;592;1991;0;0
3935;592;1992;0;0
3936;592;1993;0;0
3937;592;1994;0;0
3938;592;1995;0;0
3939;592;1996;0;0
3940;592;1997;0;0
3941;592;1998;0;0
3942;592;1999;0;0
3943;592;2000;0;0
3944;592;2001;0;0
3945;592;2002;0;1
3946;592;2003;0;1
3947;592;2004;0;1
3948;592;2005;0;1
3949;592;2006;0;1
3950;592;2007;0;1
3951;592;2008;0;1
3952;592;2009;0;1
3953;593;1991;1.754385948;0
3954;593;1992;0.584795356;0
3955;593;1993;1.785714388;0
3956;593;1994;0;0
3957;593;1995;0.540540576;0
3958;593;1996;0.518134713;0
3959;593;1997;0;0
3960;593;1998;0;0
3961;593;1999;2.955665112;0
3962;593;2000;1.010100961;0
3963;593;2001;0.467289716;0
3964;593;2002;3.361344814;0
3965;593;2003;1.976284623;0
3966;593;2004;3.358209133;0
3967;593;2005;3.344481468;0
3968;593;2006;5.279502869;1
3969;593;2007;4.731861115;1
3970;593;2008;5.714285851;1
3971;593;2009;3.833865643;1
3972;594;1991;0;0
3973;594;1992;0;0
3974;594;1993;3.030303001;0
3975;594;1994;0;0
3976;594;1995;0;0
3977;594;1996;0;0
3978;594;1997;2.941176414;0
3979;594;1998;0;0
3980;594;1999;0;0
3981;594;2000;0;0
3982;594;2001;0;0
3983;594;2002;34.09090805;0
3984;594;2003;2.56410265;0
3985;594;2004;5.405405521;0
3986;594;2005;6.382978916;1
3987;594;2006;8.333333969;1
3988;594;2007;0;1
3989;594;2008;11.26760578;1
3990;594;2009;0;1
3991;603;1991;0;0
3992;603;1992;1.960784435;0
3993;603;1993;0;0
3994;603;1994;0;0
3995;603;1995;7.547169685;0
3996;603;1996;0;0
3997;603;1997;0;0
3998;603;1998;0;0
3999;603;1999;0;1
4000;603;2000;2.222222328;1
4001;603;2001;0;1
4002;603;2002;27.65957451;1
4003;603;2003;4.87804842;1
4004;603;2004;0;1
4005;603;2005;0;1
4006;603;2006;16.36363602;1
4007;603;2007;0;1
4008;603;2008;0;1
4009;603;2009;0;1
4010;607;1991;0;0
4011;607;1992;0;0
4012;607;1993;0;0
4013;607;1994;0;0
4014;607;1995;0;0
4015;607;1996;0;0
4016;607;1997;0;0
4017;607;1998;0;0
4018;607;1999;0;0
4019;607;2000;0;0
4020;607;2001;0;0
4021;607;2002;0;0
4022;607;2003;0;0
4023;607;2004;0;0
4024;607;2005;25;0
4025;607;2006;0;1
4026;607;2007;25;1
4027;607;2008;0;1
4028;607;2009;0;1
4029;608;1991;0;0
4030;608;1992;0;0
4031;608;1993;0;0
4032;608;1994;0;0
4033;608;1995;0;0
4034;608;1996;0;0
4035;608;1997;0;0
4036;608;1998;0;0
4037;608;1999;2.654867172;0
4038;608;2000;1.724137902;0
4039;608;2001;0;0
4040;608;2002;8.396946907;1
4041;608;2003;9.79020977;1
4042;608;2004;22.3776226;1
4043;608;2005;9.859154701;1
4044;608;2006;10.56338024;1
4045;608;2007;4.861111164;1
4046;608;2008;13.51351261;1
4047;608;2009;21.73913002;1
4048;609;1991;0;0
4049;609;1992;0;0
4050;609;1993;0;0
4051;609;1994;0;0
4052;609;1995;0;0
4053;609;1996;0;0
4054;609;1997;0;0
4055;609;1998;0;0
4056;609;1999;0;0
4057;609;2000;0;0
4058;609;2001;0;0
4059;609;2002;0;0
4060;609;2003;0;0
4061;609;2004;0;0
4062;609;2005;0;0
4063;609;2006;0;1
4064;609;2007;0;1
4065;609;2008;0;1
4066;609;2009;0;1
4067;611;1991;0;0
4068;611;1992;0;0
4069;611;1993;0;0
4070;611;1994;0;0
4071;611;1995;0;0
4072;611;1996;0;0
4073;611;1997;0;0
4074;611;1998;0;0
4075;611;1999;0;0
4076;611;2000;0;0
4077;611;2001;0;0
4078;611;2002;0;0
4079;611;2003;0;0
4080;611;2004;0;0
4081;611;2005;0;0
4082;611;2006;0;1
4083;611;2007;0;1
4084;611;2008;38.46154022;1
4085;611;2009;0;1
4086;612;1991;0;0
4087;612;1992;0;0
4088;612;1993;12.35955048;0
4089;612;1994;0;0
4090;612;1995;0;0
4091;612;1996;2.272727251;0
4092;612;1997;0;0
4093;612;1998;0;0
4094;612;1999;0;0
4095;612;2000;0;0
4096;612;2001;7.142857552;0
4097;612;2002;20.6896553;1
4098;612;2003;14.78260899;1
4099;612;2004;6.451612473;1
4100;612;2005;9.558823586;1
4101;612;2006;18.89763832;1
4102;612;2007;0.806451559;1
4103;612;2008;9.285714149;1
4104;612;2009;0.714285731;1
4105;616;1991;2.941176414;0
4106;616;1992;0.645161271;0
4107;616;1993;1.677852273;0
4108;616;1994;1.58227849;0
4109;616;1995;2.222222328;0
4110;616;1996;0;0
4111;616;1997;2.108433723;0
4112;616;1998;0;1
4113;616;1999;0;1
4114;616;2000;7.823961258;1
4115;616;2001;1.678657174;1
4116;616;2002;6.04651165;1
4117;616;2003;7.051282406;1
4118;616;2004;0.821355283;1
4119;616;2005;7.692307949;1
4120;616;2006;20.14787483;1
4121;616;2007;8.199999809;1
4122;616;2008;9.523809433;1
4123;616;2009;5.648535728;1
4124;619;1991;0;0
4125;619;1992;2.040816307;0
4126;619;1993;5.084745407;0
4127;619;1994;0;0
4128;619;1995;3.278688431;0
4129;619;1996;7.142857552;0
4130;619;1997;0;0
4131;619;1998;2.816901445;0
4132;619;1999;13.23529434;0
4133;619;2000;10;0
4134;619;2001;4.918032646;0
4135;619;2002;17.64705849;0
4136;619;2003;7.57575798;0
4137;619;2004;22.72727394;0
4138;619;2005;17.64705849;0
4139;619;2006;1.5625;1
4140;619;2007;2.857142925;1
4141;619;2008;34.84848404;1
4142;619;2009;0;1
4143;623;1991;1.886792421;0
4144;623;1992;2.127659559;0
4145;623;1993;0;0
4146;623;1994;0;0
4147;623;1995;0;0
4148;623;1996;0;0
4149;623;1997;0;0
4150;623;1998;7.272727013;0
4151;623;1999;0;0
4152;623;2000;0;0
4153;623;2001;15.71428585;1
4154;623;2002;13.04347801;1
4155;623;2003;7.246376514;1
4156;623;2004;11.11111164;1
4157;623;2005;2.941176414;1
4158;623;2006;13.23529434;1
4159;623;2007;0;1
4160;623;2008;6.849315166;1
4161;623;2009;0;1
4162;626;1991;0;0
4163;626;1992;0;0
4164;626;1993;0;0
4165;626;1994;0;0
4166;626;1995;0;0
4167;626;1996;0;0
4168;626;1997;0;0
4169;626;1998;0;0
4170;626;1999;0;0
4171;626;2000;0;0
4172;626;2001;0;1
4173;626;2002;15.00000095;1
4174;626;2003;21.05263138;1
4175;626;2004;5;1
4176;626;2005;4.761904716;1
4177;626;2006;0;1
4178;626;2007;11.11111164;1
4179;626;2008;0;1
4180;626;2009;0;1
4181;627;1991;4.13793087;1
4182;627;1992;2.58823514;1
4183;627;1993;2.364066124;1
4184;627;1994;0.714285731;1
4185;627;1995;0;1
4186;627;1996;1.616628051;1
4187;627;1997;0.477326989;1
4188;627;1998;0.67567569;1
4189;627;1999;2.702702761;1
4190;627;2000;0.410677642;1
4191;627;2001;8.300395012;1
4192;627;2002;8.333333969;1
4193;627;2003;4.823747635;1
4194;627;2004;7.871198654;1
4195;627;2005;5.400696754;1
4196;627;2006;5.872483253;1
4197;627;2007;3.606557369;1
4198;627;2008;6.699346542;1
4199;627;2009;4.297520638;1
4200;628;1991;0;0
4201;628;1992;0;0
4202;628;1993;0;0
4203;628;1994;0;0
4204;628;1995;2.941176414;0
4205;628;1996;0;0
4206;628;1997;11.11111164;0
4207;628;1998;0;0
4208;628;1999;0;0
4209;628;2000;0;0
4210;628;2001;8.333333969;0
4211;628;2002;3.333333492;0
4212;628;2003;9.677418709;0
4213;628;2004;12.90322495;0
4214;628;2005;3.125;0
4215;628;2006;0;1
4216;628;2007;2.941176414;1
4217;628;2008;3.448275805;1
4218;628;2009;0;1
4219;662;1991;0;0
4220;662;1992;0;0
4221;662;1993;0;0
4222;662;1994;0;0
4223;662;1995;0;0
4224;662;1996;0;0
4225;662;1997;0;0
4226;662;1998;0;0
4227;662;1999;0;0
4228;662;2000;0;1
4229;662;2001;0;1
4230;662;2002;0;1
4231;662;2003;5;1
4232;662;2004;0;1
4233;662;2005;0;1
4234;662;2006;0;1
4235;662;2007;0;1
4236;662;2008;0;1
4237;662;2009;0;1
4238;663;1991;0;0
4239;663;1992;5.263157845;0
4240;663;1993;0;0
4241;663;1994;0;0
4242;663;1995;0;0
4243;663;1996;0;0
4244;663;1997;0;0
4245;663;1998;0;0
4246;663;1999;0;1
4247;663;2000;13.63636398;1
4248;663;2001;0;1
4249;663;2002;36.36363602;1
4250;663;2003;0;1
4251;663;2004;0;1
4252;663;2005;0;1
4253;663;2006;3.703703642;1
4254;663;2007;0;1
4255;663;2008;0;1
4256;663;2009;0;1
4257;666;1991;0;0
4258;666;1992;0;0
4259;666;1993;0;0
4260;666;1994;0;0
4261;666;1995;0;0
4262;666;1996;0;0
4263;666;1997;0;0
4264;666;1998;0;0
4265;666;1999;0;0
4266;666;2000;0;0
4267;666;2001;0;1
4268;666;2002;0;1
4269;666;2003;0;1
4270;666;2004;0;1
4271;666;2005;0;1
4272;666;2006;0;1
4273;666;2007;0;1
4274;666;2008;0;1
4275;666;2009;0;1
4276;667;1991;6.363636017;0
4277;667;1992;0;0
4278;667;1993;5.940594196;0
4279;667;1994;1.052631617;0
4280;667;1995;1.030927777;0
4281;667;1996;0;0
4282;667;1997;0;0
4283;667;1998;7.368420601;0
4284;667;1999;0;0
4285;667;2000;1.086956501;0
4286;667;2001;4.081632614;0
4287;667;2002;0;0
4288;667;2003;3.921568871;1
4289;667;2004;23.85321045;1
4290;667;2005;3.703703642;1
4291;667;2006;10.16949081;1
4292;667;2007;0;1
4293;667;2008;8.130081177;1
4294;667;2009;12.39669418;1
4295;668;1991;0;0
4296;668;1992;0;0
4297;668;1993;0;0
4298;668;1994;0;0
4299;668;1995;0;0
4300;668;1996;0;0
4301;668;1997;0;0
4302;668;1998;0;0
4303;668;1999;0;0
4304;668;2000;0;0
4305;668;2001;0;1
4306;668;2002;20.930233;1
4307;668;2003;2.325581312;1
4308;668;2004;19.56521797;1
4309;668;2005;17.30769348;1
4310;668;2006;1.960784435;1
4311;668;2007;0;1
4312;668;2008;4.347826004;1
4313;668;2009;9.302325249;1
4314;669;1991;0;0
4315;669;1992;0;0
4316;669;1993;0;0
4317;669;1994;0;0
4318;669;1995;0;0
4319;669;1996;0;0
4320;669;1997;0;0
4321;669;1998;0;0
4322;669;1999;0;0
4323;669;2000;0;0
4324;669;2001;0;0
4325;669;2002;11.11111164;1
4326;669;2003;0;1
4327;669;2004;0;1
4328;669;2005;0;1
4329;669;2006;0;1
4330;669;2007;11.11111164;1
4331;669;2008;9.090909004;1
4332;669;2009;22.22222328;1
4333;670;1991;2.531645536;0
4334;670;1992;1.315789461;0
4335;670;1993;6.024096489;0
4336;670;1994;4.411764622;0
4337;670;1995;2.56410265;0
4338;670;1996;0;0
4339;670;1997;0;0
4340;670;1998;0;0
4341;670;1999;2.666666746;0
4342;670;2000;1.234567881;0
4343;670;2001;6.818181992;0
4344;670;2002;8.045977592;0
4345;670;2003;1.052631617;0
4346;670;2004;0;0
4347;670;2005;1.470588207;0
4348;670;2006;10.67415714;1
4349;670;2007;8.900524139;1
4350;670;2008;8.808290482;1
4351;670;2009;3.960396051;1
4352;681;1991;0;0
4353;681;1992;42.8571434;0
4354;681;1993;0;0
4355;681;1994;0;0
4356;681;1995;0;0
4357;681;1996;0;0
4358;681;1997;0;0
4359;681;1998;0;0
4360;681;1999;0;0
4361;681;2000;0;0
4362;681;2001;0;0
4363;681;2002;0;0
4364;681;2003;0;0
4365;681;2004;0;0
4366;681;2005;0;0
4367;681;2006;0;1
4368;681;2007;33.33333588;1
4369;681;2008;0;1
4370;681;2009;0;1
4371;682;1991;0;0
4372;682;1992;0;0
4373;682;1993;0;0
4374;682;1994;0.540540576;0
4375;682;1995;0;0
4376;682;1996;0.502512574;0
4377;682;1997;0;0
4378;682;1998;0;0
4379;682;1999;0.564971745;0
4380;682;2000;1.098901153;0
4381;682;2001;0;0
4382;682;2002;0;0
4383;682;2003;2.139037371;0
4384;682;2004;7.853403091;1
4385;682;2005;0;1
4386;682;2006;3.723404169;1
4387;682;2007;2.222222328;1
4388;682;2008;1.162790656;1
4389;682;2009;6.857142448;1
4390;687;1991;0;0
4391;687;1992;0;0
4392;687;1993;0;0
4393;687;1994;0;0
4394;687;1995;0;0
4395;687;1996;0;0
4396;687;1997;0;0
4397;687;1998;0;0
4398;687;1999;0;0
4399;687;2000;0;0
4400;687;2001;0;0
4401;687;2002;0;0
4402;687;2003;0;0
4403;687;2004;0;0
4404;687;2005;0;0
4405;687;2006;0;1
4406;687;2007;0;1
4407;687;2008;0;1
4408;687;2009;0;1
4409;690;1991;0;0
4410;690;1992;0;0
4411;690;1993;0;0
4412;690;1994;0;0
4413;690;1995;0;0
4414;690;1996;0;0
4415;690;1997;0;0
4416;690;1998;1.35135138;0
4417;690;1999;0;0
4418;690;2000;0;0
4419;690;2001;2.898550749;0
4420;690;2002;10.14492702;0
4421;690;2003;0;0
4422;690;2004;6.779661179;0
4423;690;2005;11.11111164;1
4424;690;2006;5.357142925;1
4425;690;2007;16;1
4426;690;2008;10;1
4427;690;2009;0;1
4428;692;1991;0;0
4429;692;1992;0;0
4430;692;1993;0;0
4431;692;1994;0;0
4432;692;1995;0;0
4433;692;1996;0;0
4434;692;1997;0;0
4435;692;1998;0;1
4436;692;1999;0;1
4437;692;2000;0;1
4438;692;2001;0;1
4439;692;2002;0;1
4440;692;2003;0;1
4441;692;2004;0;1
4442;692;2005;12.90322495;1
4443;692;2006;6.060606003;1
4444;692;2007;0;1
4445;692;2008;0;1
4446;692;2009;0;1
4447;694;1991;0;0
4448;694;1992;0;0
4449;694;1993;0;0
4450;694;1994;0;0
4451;694;1995;0;0
4452;694;1996;0;0
4453;694;1997;0;0
4454;694;1998;0;0
4455;694;1999;0;0
4456;694;2000;0;0
4457;694;2001;0;0
4458;694;2002;11.11111164;0
4459;694;2003;0;0
4460;694;2004;0;0
4461;694;2005;0;0
4462;694;2006;0;1
4463;694;2007;0;1
4464;694;2008;0;1
4465;694;2009;0;1
4466;696;1991;0;0
4467;696;1992;0;0
4468;696;1993;0;0
4469;696;1994;0;0
4470;696;1995;0;0
4471;696;1996;0;0
4472;696;1997;0;0
4473;696;1998;0;0
4474;696;1999;0;0
4475;696;2000;0;0
4476;696;2001;0;0
4477;696;2002;37.5;0
4478;696;2003;0;0
4479;696;2004;0;0
4480;696;2005;0;0
4481;696;2006;0;1
4482;696;2007;0;1
4483;696;2008;0;1
4484;696;2009;0;1
4485;697;1991;1.041666746;0
4486;697;1992;0;0
4487;697;1993;0;0
4488;697;1994;0;0
4489;697;1995;2.857142925;0
4490;697;1996;0;0
4491;697;1997;0;0
4492;697;1998;0.558659196;0
4493;697;1999;2.162162304;0
4494;697;2000;0.53191489;0
4495;697;2001;0.543478251;0
4496;697;2002;0;0
4497;697;2003;0;0
4498;697;2004;6.03015089;0
4499;697;2005;1;0
4500;697;2006;0.49751243;1
4501;697;2007;0.473933667;1
4502;697;2008;9.852216721;1
4503;697;2009;3.791469336;1
4504;700;1991;0.739827394;1
4505;700;1992;0.493827194;1
4506;700;1993;0.124223597;1
4507;700;1994;0.250312895;1
4508;700;1995;0;1
4509;700;1996;0;1
4510;700;1997;0.856793106;1
4511;700;1998;0.121212125;1
4512;700;1999;0.24242425;1
4513;700;2000;0.596658707;1
4514;700;2001;2.728351116;1
4515;700;2002;2.619047642;1
4516;700;2003;4.460093975;1
4517;700;2004;4.046242714;1
4518;700;2005;3.923766613;1
4519;700;2006;3.186813354;1
4520;700;2007;1.650165081;1
4521;700;2008;4.491978645;1
4522;700;2009;1.822079301;1
4523;703;1991;0;0
4524;703;1992;0;0
4525;703;1993;0;0
4526;703;1994;0;0
4527;703;1995;0.418410033;0
4528;703;1996;1.659751177;0
4529;703;1997;0;0
4530;703;1998;0;0
4531;703;1999;0.406504035;0
4532;703;2000;2.892561913;0
4533;703;2001;2.892561913;0
4534;703;2002;1.587301731;0
4535;703;2003;0;1
4536;703;2004;3.333333492;1
4537;703;2005;4.059040546;1
4538;703;2006;4.868913651;1
4539;703;2007;4.330708981;1
4540;703;2008;3.65296793;1
4541;703;2009;1.369863033;1
4542;704;1991;0;0
4543;704;1992;0;0
4544;704;1993;0;0
4545;704;1994;0;0
4546;704;1995;0;0
4547;704;1996;0;0
4548;704;1997;0;0
4549;704;1998;0;1
4550;704;1999;0;1
4551;704;2000;0;1
4552;704;2001;0;1
4553;704;2002;0;1
4554;704;2003;0;1
4555;704;2004;0;1
4556;704;2005;0;1
4557;704;2006;0;1
4558;704;2007;0;1
4559;704;2008;0;1
4560;704;2009;0;1
4561;706;1991;12.12121201;0
4562;706;1992;0;0
4563;706;1993;0;0
4564;706;1994;0;0
4565;706;1995;0;0
4566;706;1996;0;0
4567;706;1997;7.692307949;0
4568;706;1998;0;0
4569;706;1999;0;0
4570;706;2000;0;0
4571;706;2001;0;0
4572;706;2002;0;0
4573;706;2003;0;0
4574;706;2004;5.55555582;0
4575;706;2005;0;0
4576;706;2006;0;1
4577;706;2007;0;1
4578;706;2008;0;1
4579;706;2009;0;1
4580;713;1991;0;0
4581;713;1992;0.344827592;0
4582;713;1993;0.689655185;0
4583;713;1994;1.423487544;0
4584;713;1995;0;0
4585;713;1996;0.367647052;0
4586;713;1997;1.423487544;0
4587;713;1998;0.692041516;0
4588;713;1999;0.964630187;0
4589;713;2000;0;0
4590;713;2001;0.278551519;0
4591;713;2002;2.077922106;0
4592;713;2003;2.200489044;0
4593;713;2004;6.235012054;0
4594;713;2005;1.909307957;0
4595;713;2006;5.386416912;1
4596;713;2007;3.398058176;1
4597;713;2008;2.955665112;1
4598;713;2009;0.257069409;1
4599;721;1991;0;0
4600;721;1992;0;0
4601;721;1993;0;0
4602;721;1994;0;0
4603;721;1995;0;0
4604;721;1996;0;0
4605;721;1997;0;0
4606;721;1998;0;1
4607;721;1999;0;1
4608;721;2000;0;1
4609;721;2001;0;1
4610;721;2002;0;1
4611;721;2003;0;1
4612;721;2004;0;1
4613;721;2005;0;1
4614;721;2006;0;1
4615;721;2007;16.66666794;1
4616;721;2008;0;1
4617;721;2009;0;1
4618;722;1991;0;0
4619;722;1992;0;0
4620;722;1993;0;0
4621;722;1994;0;0
4622;722;1995;0;0
4623;722;1996;0;0
4624;722;1997;0;0
4625;722;1998;0;0
4626;722;1999;0;0
4627;722;2000;0;0
4628;722;2001;0;0
4629;722;2002;0;0
4630;722;2003;0;1
4631;722;2004;0;1
4632;722;2005;0;1
4633;722;2006;0;1
4634;722;2007;0;1
4635;722;2008;11.11111164;1
4636;722;2009;0;1
4637;724;1991;0;0
4638;724;1992;0;0
4639;724;1993;0;0
4640;724;1994;0;0
4641;724;1995;0;0
4642;724;1996;0;0
4643;724;1997;0;0
4644;724;1998;0;0
4645;724;1999;0;0
4646;724;2000;0;0
4647;724;2001;5.55555582;0
4648;724;2002;0;0
4649;724;2003;0;0
4650;724;2004;0;1
4651;724;2005;4.545454502;1
4652;724;2006;4.347826004;1
4653;724;2007;0;1
4654;724;2008;8.695652008;1
4655;724;2009;5.263157845;1
4656;725;1991;12.5;0
4657;725;1992;0;0
4658;725;1993;0;0
4659;725;1994;0;0
4660;725;1995;0;0
4661;725;1996;0;0
4662;725;1997;0;0
4663;725;1998;0;0
4664;725;1999;0;0
4665;725;2000;0;0
4666;725;2001;15.78947258;0
4667;725;2002;0;0
